,Gender,IsLocal,IsPartnerEmployee,IsFriendPromo,HasPhone,ContractType,IsVisitingGroup,MemberAge,AvgOverdueCosts,NumMonthsContractEnd,Tenure,OvrClassFreq,AvgClassFreqCurrentMonth,IsChurned,AgeGroup,TenureGroup
196,Male,Yes,Yes,Yes,Yes,Annually,Yes,33.0,235.6397654490464,9,6,1.5385059691761862,1.6177014901365927,No,33-37,0-7
197,Male,Yes,No,No,Yes,Monthly,No,27.0,184.1724486788892,1,2,1.3818421474264058,1.5885763663507633,Yes,25-28,0-7
198,Female,Yes,Yes,Yes,Yes,Annually,Yes,27.0,111.26584600918886,12,5,0.7928850952572946,0.8763967341105697,No,25-28,0-7
199,Female,Yes,No,No,Yes,Monthly,No,32.0,230.0573528337177,1,2,1.3567633054584531,1.3049607872517928,No,29-32,0-7
200,Female,Yes,Yes,No,Yes,Monthly,No,34.0,46.49219971093142,1,0,1.0107713015838713,0.0,Yes,33-37,0-7
201,Male,Yes,No,No,Yes,Monthly,No,25.0,153.14317819578702,1,0,0.3426641667775092,0.0,Yes,25-28,0-7
202,Male,Yes,Yes,No,Yes,Semi-Annually,No,30.0,53.38598407052636,6,1,0.2755422040118007,0.2480950087760094,No,29-32,0-7
203,Female,Yes,Yes,Yes,Yes,Annually,Yes,31.0,186.37316604299045,12,3,3.0195066746929387,2.9909152993492265,No,29-32,0-7
204,Male,Yes,Yes,Yes,Yes,Semi-Annually,No,32.0,50.69298489717524,6,1,0.8942010887874274,0.7424297662291456,No,29-32,0-7
205,Female,Yes,Yes,No,No,Annually,Yes,29.0,271.30395924962664,11,1,1.0554933564818727,0.96800983262611,No,29-32,0-7
206,Female,Yes,Yes,No,No,Semi-Annually,Yes,29.0,141.13879614444704,3,2,0.5405685045768014,0.3361078997569328,No,29-32,0-7
207,Male,Yes,Yes,No,Yes,Monthly,No,31.0,180.13137194111198,1,5,3.80716382010512,3.7472519665228976,No,29-32,0-7
208,Male,Yes,No,No,Yes,Monthly,No,23.0,131.1115714669628,1,0,1.6926318901698585,2.2791150015900583,Yes,21-24,0-7
209,Female,Yes,No,No,No,Monthly,No,32.0,186.5856443379992,1,0,0.9816010001433804,0.0,Yes,29-32,0-7
210,Female,No,No,No,Yes,Monthly,No,26.0,7.159988650331982,1,4,0.6831551928943704,0.6474292151927711,No,25-28,0-7
211,Male,Yes,No,No,Yes,Monthly,Yes,25.0,139.98469206376043,1,0,2.3757179001620514,1.831001797879868,Yes,25-28,0-7
212,Female,Yes,No,No,Yes,Annually,No,31.0,318.5367588526888,11,7,2.6344859274362813,2.6074300985394188,No,29-32,0-7
213,Female,Yes,Yes,No,Yes,Annually,No,31.0,279.5139878153244,12,1,1.5471633572594568,1.5375224098737017,No,29-32,0-7
214,Female,Yes,Yes,No,Yes,Monthly,No,25.0,111.95379416730324,1,1,2.1251584063375284,2.2726130821342374,Yes,25-28,0-7
215,Male,Yes,No,No,Yes,Semi-Annually,Yes,27.0,268.11727203630886,6,2,2.2119603704673287,2.2878754902483065,No,25-28,0-7
216,Female,Yes,Yes,Yes,Yes,Annually,No,30.0,109.0796443434009,12,2,3.217037830156635,3.2726783961457384,No,29-32,0-7
217,Male,Yes,No,No,Yes,Annually,No,31.0,252.64357646352056,8,4,2.7106714522841977,2.6964327813728857,No,29-32,0-7
218,Male,Yes,No,No,Yes,Monthly,No,34.0,247.79181725408387,1,8,1.084722802766379,0.9928766632046948,No,33-37,8-15
219,Male,No,Yes,Yes,Yes,Monthly,No,24.0,277.0356467212181,1,1,1.1569019805294658,0.1366580937397667,Yes,21-24,0-7
220,Male,Yes,Yes,Yes,Yes,Monthly,No,31.0,259.2449021059656,1,3,1.7784779497632757,1.6217390426963392,No,29-32,0-7
221,Male,Yes,No,No,Yes,Monthly,Yes,27.0,33.34895705215342,1,0,1.8330549660516944,0.0063979878928257,Yes,25-28,0-7
222,Female,Yes,No,No,Yes,Monthly,No,25.0,111.8457893327204,1,8,3.0553544380048967,3.1553893366375125,No,25-28,8-15
223,Female,Yes,Yes,Yes,Yes,Annually,Yes,31.0,191.1440194124347,7,5,3.8261366626517175,3.762327666183237,No,29-32,0-7
224,Male,Yes,Yes,No,Yes,Monthly,Yes,34.0,190.7505073605873,1,1,0.0,0.0,No,33-37,0-7
225,Male,Yes,No,No,No,Monthly,No,33.0,32.556886044222864,1,15,2.580107042179027,2.764951972182003,No,33-37,8-15
226,Male,Yes,Yes,No,Yes,Monthly,Yes,32.0,207.1662091098285,1,3,2.9548077365200607,2.9696108724575923,No,29-32,0-7
227,Female,No,No,No,Yes,Monthly,No,30.0,82.25533188214428,1,2,1.0537086592921328,0.8320129115833063,No,29-32,0-7
228,Male,Yes,No,No,Yes,Monthly,No,23.0,48.93800229645518,1,1,0.5312351376081262,0.0507909023144004,Yes,21-24,0-7
229,Male,Yes,No,No,Yes,Monthly,No,36.0,146.1815570652607,1,5,3.853884499720447,3.818110227463988,No,33-37,0-7
230,Female,Yes,No,No,Yes,Semi-Annually,No,33.0,27.91190796574705,6,1,2.0160156229343054,2.1578480348871234,No,33-37,0-7
231,Female,Yes,Yes,Yes,Yes,Monthly,No,21.0,41.07207142384463,1,1,1.4220520918699655,0.9528954012413046,Yes,,0-7
232,Female,Yes,No,No,Yes,Monthly,No,26.0,217.2981721426605,1,1,1.3870798372779152,1.5335982093585367,No,25-28,0-7
233,Male,Yes,Yes,No,Yes,Annually,No,29.0,87.5214008607283,11,6,2.3125068300709337,2.2092832225117807,No,29-32,0-7
234,Female,Yes,No,Yes,Yes,Monthly,Yes,36.0,103.17368375861952,1,4,0.7732412159808952,0.923840975157221,No,33-37,0-7
235,Female,Yes,No,No,Yes,Annually,No,30.0,291.2141628160044,11,5,3.07474708465527,3.1468147365972365,No,29-32,0-7
236,Male,Yes,Yes,Yes,Yes,Semi-Annually,Yes,32.0,296.026016900965,6,1,0.9933230685190544,1.0729988661372651,No,29-32,0-7
237,Female,Yes,No,No,Yes,Semi-Annually,Yes,27.0,196.68546126591409,6,1,1.069101681696981,0.9929963451421928,No,25-28,0-7
238,Female,Yes,Yes,No,Yes,Monthly,No,30.0,44.27186794015736,1,2,1.1143415548077424,0.3395328499845527,Yes,29-32,0-7
239,Male,Yes,Yes,Yes,Yes,Annually,No,31.0,14.899913231023532,12,7,1.8205753108610376,1.8053744683367816,No,29-32,0-7
240,Male,No,Yes,No,No,Monthly,Yes,28.0,22.271532347506035,1,1,0.7831060194687544,0.5187114544874789,Yes,25-28,0-7
241,Female,No,No,No,Yes,Monthly,No,27.0,185.21088525003785,1,6,0.7406777245180012,0.6721475178425816,No,25-28,0-7
242,Female,Yes,No,No,Yes,Annually,Yes,30.0,85.5813918686716,9,17,2.6617450543350603,2.565624968859067,No,29-32,16-23
243,Female,Yes,Yes,Yes,Yes,Annually,No,26.0,215.47657592028577,9,7,2.4542282053862268,2.229717953470921,No,25-28,0-7
244,Male,Yes,No,No,Yes,Monthly,Yes,28.0,79.53083110617769,1,4,1.2261663270177572,1.2328949899484378,No,25-28,0-7
245,Female,Yes,Yes,No,Yes,Annually,No,26.0,132.33955360332587,12,9,3.381583407422064,3.443562730115336,No,25-28,8-15
246,Female,Yes,Yes,Yes,Yes,Monthly,No,30.0,95.80402094487128,1,4,1.3392309541648149,1.4190772752141658,No,29-32,0-7
247,Female,No,No,No,Yes,Monthly,No,26.0,119.33992739748209,1,2,1.7738299623462186,0.8451335105360377,Yes,25-28,0-7
248,Male,No,Yes,No,Yes,Semi-Annually,No,30.0,67.21429781687213,6,1,0.1413872144442829,0.2780487059678245,No,29-32,0-7
249,Female,Yes,No,No,Yes,Monthly,No,32.0,166.00411591408908,1,7,3.723612213428898,3.6944816935643807,No,29-32,0-7
250,Female,Yes,No,No,No,Annually,Yes,32.0,27.65726189361179,8,1,1.623602921242801,1.7199711123636765,No,29-32,0-7
251,Female,Yes,No,Yes,Yes,Semi-Annually,No,34.0,111.64396401074532,6,3,1.7510590252880922,1.7965761142314176,No,33-37,0-7
252,Female,Yes,No,No,Yes,Monthly,No,32.0,158.36547436032552,1,2,1.8906160163628376,1.9418229813912609,No,29-32,0-7
253,Female,Yes,No,No,Yes,Monthly,Yes,37.0,61.26257392544929,1,3,0.4428478247300201,0.4504956671855511,No,33-37,0-7
254,Male,No,No,Yes,Yes,Semi-Annually,Yes,27.0,268.4628026961343,6,5,1.0518253167536171,0.8809336724114423,No,25-28,0-7
255,Female,Yes,No,No,Yes,Monthly,No,31.0,19.295875208891967,1,7,3.3718475933235963,3.434645868620469,No,29-32,0-7
256,Male,Yes,Yes,No,Yes,Semi-Annually,No,33.0,264.0094278422361,6,7,1.424129645247488,1.3607336372180487,No,33-37,0-7
257,Male,Yes,No,No,Yes,Monthly,Yes,32.0,28.94454578043405,1,2,2.8462864758039723,2.7805037064917864,No,29-32,0-7
258,Female,Yes,Yes,No,Yes,Monthly,No,29.0,172.37381424309916,1,0,2.0509586370363326,2.2145832818892,No,29-32,0-7
259,Male,Yes,Yes,Yes,Yes,Semi-Annually,Yes,30.0,9.79178191412946,6,2,2.8443607047453576,2.96915673421588,No,29-32,0-7
260,Male,No,No,No,Yes,Monthly,No,30.0,74.9221835066849,1,2,2.218290266044708,2.182237971663445,No,29-32,0-7
261,Female,Yes,No,No,Yes,Monthly,Yes,28.0,178.8156290810931,1,1,1.322342589574934,0.6748843911748569,Yes,25-28,0-7
262,Female,Yes,No,No,Yes,Monthly,No,31.0,321.2138581463253,1,6,2.515368399701728,2.349060011700088,No,29-32,0-7
263,Male,Yes,Yes,Yes,Yes,Monthly,Yes,29.0,411.7113085850302,1,1,0.5232727551132157,0.5149945256648368,No,29-32,0-7
264,Male,Yes,No,No,No,Semi-Annually,No,37.0,362.6004771822383,6,10,2.2454800107757458,2.2937169782711733,No,33-37,8-15
265,Male,Yes,No,No,Yes,Annually,No,27.0,212.1872030601553,10,3,0.0635405347079665,0.0,No,25-28,0-7
266,Female,No,No,No,Yes,Monthly,No,32.0,8.00073629625308,1,1,0.8811931002995854,0.8606186905863473,Yes,29-32,0-7
267,Male,Yes,Yes,No,No,Monthly,Yes,27.0,87.369072783395,1,1,1.6051571893837882,0.5450593795457459,Yes,25-28,0-7
268,Female,Yes,No,No,Yes,Monthly,Yes,30.0,87.42897102196278,1,2,1.3566411832313396,1.4226627128765514,Yes,29-32,0-7
269,Female,Yes,Yes,No,Yes,Annually,Yes,31.0,163.26080481750802,10,2,0.2331210076574492,0.3077194445416504,No,29-32,0-7
270,Female,Yes,Yes,Yes,No,Monthly,No,31.0,4.791323833846533,1,3,1.2192828038965555,1.0730941006359205,No,29-32,0-7
271,Male,Yes,Yes,No,Yes,Monthly,Yes,33.0,22.63539513639585,1,1,1.8193467220878887,1.8038138895384048,No,33-37,0-7
272,Male,No,No,No,Yes,Monthly,No,29.0,107.68223624663275,1,1,1.862062156963552,1.0709648494655777,Yes,29-32,0-7
273,Female,Yes,Yes,Yes,Yes,Annually,Yes,28.0,113.29911571946798,12,4,3.0625146417673728,3.1581083483383394,No,25-28,0-7
274,Female,Yes,Yes,Yes,Yes,Annually,Yes,30.0,131.6627022446107,9,5,0.0,0.0897068432764769,No,29-32,0-7
275,Male,No,Yes,No,Yes,Monthly,No,36.0,304.3332705945562,1,2,3.738860021260305,3.776367611297121,No,33-37,0-7
276,Female,Yes,No,No,Yes,Annually,No,30.0,165.97774217280755,12,3,2.8817310599475534,2.9094484043399778,No,29-32,0-7
277,Female,Yes,Yes,Yes,Yes,Annually,Yes,35.0,302.878534738432,9,4,4.661961248469951,4.7330590768749605,No,33-37,0-7
278,Male,Yes,Yes,No,Yes,Monthly,No,31.0,125.6193596954305,1,4,0.4077973094142546,0.4371446891366985,No,29-32,0-7
279,Female,Yes,Yes,No,Yes,Annually,Yes,29.0,42.24532509765183,12,12,3.2608140364674183,3.3953526869551425,No,29-32,8-15
280,Male,Yes,No,No,Yes,Monthly,No,25.0,294.95448051607366,1,11,1.8309765970272125,2.04669681459107,No,25-28,8-15
281,Female,Yes,No,No,Yes,Semi-Annually,No,29.0,61.658825727238906,6,8,0.4057144226374647,0.2949209193349389,No,29-32,8-15
282,Male,Yes,No,No,No,Monthly,No,24.0,43.79864280702118,1,0,0.3988878266173657,0.3361389976156263,Yes,21-24,0-7
283,Male,No,No,No,Yes,Monthly,No,30.0,300.329873368941,1,0,0.9840615213358412,0.9097792264819788,Yes,29-32,0-7
284,Male,Yes,Yes,Yes,No,Semi-Annually,Yes,30.0,378.6654363508136,6,3,2.5070302496236243,2.7104782706603823,No,29-32,0-7
285,Female,Yes,No,No,Yes,Monthly,No,28.0,60.42205160338389,1,0,0.956177999272542,0.3264269663717421,Yes,25-28,0-7
286,Female,Yes,Yes,Yes,Yes,Monthly,No,33.0,208.2639472715427,1,3,0.7050053772128169,0.7011471402283354,No,33-37,0-7
287,Female,Yes,Yes,Yes,Yes,Annually,No,27.0,175.8822373865701,6,6,1.0884871900526316,1.0890611003372872,No,25-28,0-7
288,Male,Yes,No,No,Yes,Monthly,Yes,28.0,169.0003691632586,1,1,2.2886970909807367,2.8117122585718954,Yes,25-28,0-7
289,Female,No,No,No,Yes,Monthly,No,30.0,353.89483221304164,1,4,1.025733570347172,0.8821477822703596,No,29-32,0-7
290,Female,Yes,No,No,Yes,Monthly,No,30.0,33.64768713417806,1,1,0.7063989487408346,0.6160593406375316,No,29-32,0-7
291,Male,Yes,No,No,Yes,Semi-Annually,No,24.0,233.821819461228,6,1,2.4656139206905068,2.50528150989596,Yes,21-24,0-7
292,Male,Yes,No,Yes,Yes,Annually,Yes,28.0,42.11737765085556,11,5,2.203082504661746,2.1495434822523807,No,25-28,0-7
293,Female,Yes,No,No,Yes,Monthly,No,31.0,104.91704106895702,1,0,1.1954402753729396,0.2476364788908301,Yes,29-32,0-7
294,Female,Yes,No,Yes,No,Monthly,Yes,28.0,249.44664944128928,1,1,1.5137459963929023,0.0,Yes,25-28,0-7
295,Female,No,No,No,Yes,Monthly,No,31.0,103.52946486576973,1,6,1.4958683371670327,1.4933401073551813,No,29-32,0-7
296,Male,Yes,Yes,No,Yes,Monthly,No,30.0,127.87906257455444,1,1,3.9904465637408864,4.025627030971009,No,29-32,0-7
297,Female,No,Yes,No,Yes,Annually,Yes,31.0,26.64347602796116,9,2,2.7669798973464865,2.682790022933504,No,29-32,0-7
298,Male,Yes,No,No,Yes,Monthly,No,28.0,309.4325947999045,1,2,2.971051137271609,2.94488683090342,No,25-28,0-7
299,Male,Yes,Yes,No,Yes,Annually,No,24.0,70.67150093064276,12,7,2.4866758386707715,2.487343644977181,No,21-24,0-7
300,Female,Yes,Yes,No,Yes,Monthly,No,31.0,118.70970896052592,1,13,2.207351716537316,2.234250436990268,No,29-32,8-15
301,Female,Yes,Yes,No,Yes,Monthly,Yes,33.0,127.32609433383236,1,3,2.456624434244472,2.384780243491889,No,33-37,0-7
302,Male,Yes,No,No,Yes,Monthly,Yes,34.0,123.63534886016492,1,4,0.9335082194392526,0.9267313437507352,No,33-37,0-7
303,Female,Yes,Yes,Yes,Yes,Monthly,Yes,25.0,5.764080608692979,1,1,1.5187958941592907,1.9178718910166608,Yes,25-28,0-7
304,Male,Yes,No,Yes,Yes,Monthly,No,33.0,31.449560104543902,1,3,3.2967909371151576,3.158237281064129,No,33-37,0-7
305,Male,Yes,Yes,Yes,No,Semi-Annually,No,28.0,228.09893908574256,6,1,0.9532947370875609,0.0,Yes,25-28,0-7
306,Female,Yes,No,No,Yes,Annually,Yes,32.0,130.98141748474984,11,5,2.301247098543049,2.2745728694034746,No,29-32,0-7
307,Male,Yes,No,No,Yes,Monthly,Yes,30.0,104.2683095882524,1,0,1.8502641584009032,1.4947189943837826,Yes,29-32,0-7
308,Male,No,Yes,No,Yes,Semi-Annually,No,29.0,109.9986514124416,6,5,2.0935330311343785,2.027589676129577,No,29-32,0-7
309,Male,Yes,Yes,No,Yes,Semi-Annually,No,33.0,76.695751402237,4,7,3.487659498524472,3.4454228491511616,No,33-37,0-7
310,Female,Yes,Yes,No,Yes,Semi-Annually,Yes,29.0,208.41746374923835,5,1,1.4003684955645803,1.2984264070191949,No,29-32,0-7
311,Male,Yes,Yes,Yes,Yes,Annually,Yes,32.0,73.31758254405936,12,5,3.287171951548463,3.22625399682724,No,29-32,0-7
312,Male,Yes,Yes,Yes,Yes,Annually,No,30.0,209.2103335070749,11,2,2.582536887398148,2.573796804063164,No,29-32,0-7
313,Male,Yes,Yes,No,Yes,Monthly,Yes,26.0,300.92798748069765,1,2,2.3837080544156146,2.2147552469111744,No,25-28,0-7
314,Female,Yes,Yes,No,Yes,Monthly,No,27.0,372.1845733937842,1,6,3.100581034079904,3.1159902323242488,No,25-28,0-7
315,Male,Yes,Yes,Yes,Yes,Annually,No,35.0,211.4301418593365,12,1,2.728726608860255,2.729694407590572,No,33-37,0-7
316,Male,Yes,Yes,Yes,Yes,Monthly,No,23.0,191.8180627674805,1,1,1.5533782427132927,1.1202849447914047,Yes,21-24,0-7
317,Female,Yes,No,No,Yes,Monthly,No,28.0,109.4925236483258,1,1,1.825684501603496,1.8693400605183417,No,25-28,0-7
318,Female,Yes,Yes,Yes,Yes,Annually,Yes,34.0,169.3236577161879,12,1,2.0776150864142804,2.182571210490278,No,33-37,0-7
319,Male,Yes,Yes,Yes,Yes,Monthly,Yes,33.0,328.69097743983133,1,12,2.3422314414952687,2.2735362846807816,No,33-37,8-15
320,Female,Yes,No,No,Yes,Semi-Annually,Yes,35.0,44.286882256923285,6,1,0.4993828448097724,0.5985319291198938,No,33-37,0-7
321,Male,Yes,No,No,No,Monthly,No,27.0,56.1786138497775,1,0,1.9828498658641185,1.3385705768262084,Yes,25-28,0-7
322,Female,Yes,Yes,No,Yes,Monthly,No,25.0,49.278551350296574,1,3,1.419160803959895,1.279736013382356,Yes,25-28,0-7
323,Male,Yes,Yes,Yes,Yes,Monthly,Yes,30.0,94.79606251386365,1,1,1.106102314772085,0.3231801072985347,Yes,29-32,0-7
324,Male,No,No,Yes,Yes,Monthly,No,30.0,301.2333990353955,1,1,3.29207516136828,3.269879267674627,No,29-32,0-7
325,Female,Yes,Yes,Yes,Yes,Semi-Annually,No,30.0,26.05853557594857,6,4,1.5338905599249872,1.5013827143895646,No,29-32,0-7
326,Male,No,No,No,Yes,Monthly,No,27.0,225.3294005880369,1,2,0.5831661905143818,0.8560768078159704,Yes,25-28,0-7
327,Male,Yes,No,No,Yes,Monthly,Yes,30.0,30.37275543664572,1,1,2.078957684055861,2.5704513946038348,Yes,29-32,0-7
328,Female,No,No,No,No,Monthly,No,25.0,24.76110956198493,1,9,3.3260479835473475,3.3675050780453497,No,25-28,8-15
329,Male,Yes,No,No,Yes,Monthly,Yes,27.0,133.57018003003952,1,2,3.1020289776569294,3.161236499392865,No,25-28,0-7
330,Female,Yes,No,No,Yes,Monthly,No,24.0,53.78760781677702,1,4,1.084734543767839,1.0819027098352707,No,21-24,0-7
331,Female,Yes,Yes,No,No,Annually,No,32.0,182.5486999734869,12,2,1.5688220254654774,1.5036626952561414,No,29-32,0-7
332,Female,Yes,Yes,No,Yes,Monthly,No,32.0,211.8141698710406,1,3,2.270248900742737,2.155382619256752,No,29-32,0-7
333,Female,No,Yes,No,Yes,Annually,No,33.0,19.65945958701809,12,5,1.4955743538569748,1.3985506840863091,No,33-37,0-7
334,Female,Yes,No,No,Yes,Monthly,No,25.0,70.56509891958883,1,1,1.1127181855139392,0.7166209650309967,Yes,25-28,0-7
335,Female,Yes,Yes,No,Yes,Monthly,No,27.0,47.06427625180362,1,2,1.6061065816571234,1.73963959741732,Yes,25-28,0-7
336,Female,No,Yes,No,Yes,Semi-Annually,Yes,30.0,308.96204307704687,3,8,1.3752392446477977,1.4472785544112865,No,29-32,8-15
337,Male,Yes,Yes,Yes,Yes,Annually,Yes,32.0,59.917857455895074,11,4,0.5296202923288764,0.5035893545216089,No,29-32,0-7
338,Female,Yes,No,No,Yes,Monthly,No,25.0,22.483668755772648,1,0,1.270843072401776,0.7783876768911253,Yes,25-28,0-7
339,Male,Yes,Yes,Yes,Yes,Semi-Annually,Yes,33.0,211.36241304310136,6,2,0.0334740806984448,0.0430830077964219,No,33-37,0-7
340,Male,Yes,No,No,No,Semi-Annually,Yes,29.0,116.34512473349156,6,4,1.947272984375301,1.8432115547223191,No,29-32,0-7
341,Male,Yes,Yes,No,Yes,Annually,Yes,31.0,40.39625201718745,12,2,2.558091173085,2.687686254370816,No,29-32,0-7
342,Male,Yes,No,No,Yes,Monthly,No,26.0,154.79277827257084,1,0,1.6452163401014466,1.7947440163978854,Yes,25-28,0-7
343,Female,Yes,Yes,Yes,Yes,Semi-Annually,Yes,30.0,31.055816795371346,6,9,2.7690799115010347,2.744666071486628,No,29-32,8-15
344,Female,Yes,No,No,Yes,Monthly,No,21.0,215.3961708621793,1,0,0.698017013292463,0.9852456922978956,Yes,,0-7
345,Male,Yes,Yes,No,Yes,Monthly,No,28.0,118.6067922829257,1,4,2.1703084458411537,2.1887377097936165,No,25-28,0-7
346,Female,Yes,Yes,Yes,Yes,Annually,Yes,33.0,64.82988507036485,11,1,2.8526598181797898,2.809402137671443,No,33-37,0-7
347,Female,No,Yes,No,Yes,Semi-Annually,No,33.0,42.8904331572821,6,4,1.46680708520786,1.292824003996777,No,33-37,0-7
348,Female,No,No,No,Yes,Monthly,No,28.0,94.935375360385,1,7,1.898403338863197,1.9082603781608671,No,25-28,0-7
349,Male,No,No,No,No,Monthly,No,30.0,89.09440024482761,1,4,1.5549169452308482,1.4651692360765771,No,29-32,0-7
350,Male,Yes,Yes,No,Yes,Monthly,Yes,32.0,202.8418540441845,1,6,0.3537482833066581,0.187002905407751,No,29-32,0-7
351,Male,Yes,No,No,Yes,Semi-Annually,Yes,31.0,34.699763494685484,6,4,3.960515478578985,3.797594119467672,No,29-32,0-7
352,Male,No,No,No,Yes,Monthly,Yes,28.0,209.3388491812627,1,3,3.7877580680597673,3.680691565628339,No,25-28,0-7
353,Female,Yes,Yes,No,Yes,Monthly,No,29.0,81.20430397426577,1,0,2.3375251665631134,2.1016425108234174,Yes,29-32,0-7
354,Female,Yes,Yes,Yes,Yes,Semi-Annually,No,31.0,221.68974227943696,6,1,0.993280406175048,0.9270783554888395,No,29-32,0-7
355,Female,Yes,Yes,Yes,Yes,Monthly,Yes,30.0,83.80905576600622,1,9,0.0,0.0,No,29-32,8-15
356,Female,Yes,No,Yes,Yes,Monthly,Yes,24.0,29.74604343965725,1,5,1.308771756898062,1.1932876718918757,No,21-24,0-7
357,Male,Yes,No,No,Yes,Monthly,No,31.0,92.68242236111271,1,0,3.1515538524796822,3.2550140322339187,Yes,29-32,0-7
358,Female,Yes,No,No,Yes,Monthly,No,27.0,179.62254946093648,1,3,2.2130640069702645,1.087306283234982,Yes,25-28,0-7
359,Female,Yes,No,No,Yes,Annually,Yes,25.0,148.76187874733117,12,13,2.467928722182188,2.516112554690715,No,25-28,8-15
360,Female,Yes,No,No,Yes,Semi-Annually,Yes,33.0,196.23040389874083,5,4,2.5822911183480226,2.6319724284885377,No,33-37,0-7
361,Male,Yes,Yes,Yes,Yes,Semi-Annually,No,29.0,75.77134294547776,6,16,3.9915980033857696,3.849426924496036,No,29-32,16-23
362,Female,Yes,No,No,Yes,Annually,No,31.0,73.66291261257362,11,2,2.023341726358445,1.9214427775724112,No,29-32,0-7
363,Male,Yes,Yes,No,Yes,Annually,Yes,28.0,401.72108163790887,12,3,1.9942820356028976,1.815132608105884,No,25-28,0-7
364,Male,Yes,Yes,Yes,Yes,Annually,No,30.0,126.73778542627744,11,3,1.3928109965251432,1.4672603821888968,No,29-32,0-7
365,Male,Yes,Yes,Yes,Yes,Semi-Annually,No,25.0,47.51086882235995,6,1,3.183699755714549,3.146769581887094,No,25-28,0-7
366,Male,Yes,Yes,Yes,Yes,Semi-Annually,No,23.0,104.6008322428951,5,3,2.706416978099085,2.9422690855805778,No,21-24,0-7
367,Male,Yes,Yes,No,Yes,Monthly,No,33.0,208.24959040053088,1,5,3.185853150731311,3.1276885789228976,No,33-37,0-7
368,Female,Yes,No,No,Yes,Annually,No,31.0,60.51661086947127,12,4,0.2816391803561179,0.3276868163441968,No,29-32,0-7
369,Male,Yes,No,No,Yes,Annually,Yes,34.0,198.9603479394333,9,3,2.9178525260485584,2.797272001893256,No,33-37,0-7
370,Male,Yes,Yes,Yes,No,Monthly,No,30.0,167.8809021890936,1,1,2.7597341644442204,2.5270197142952218,Yes,29-32,0-7
371,Female,Yes,No,No,Yes,Monthly,No,25.0,118.0202886488705,1,1,0.7151048096457298,0.4235857771474357,Yes,25-28,0-7
372,Female,Yes,Yes,Yes,Yes,Monthly,No,27.0,263.8289611621347,1,2,2.697925526232164,2.046725585697935,Yes,25-28,0-7
373,Male,Yes,Yes,Yes,No,Monthly,Yes,28.0,108.28822359429324,1,2,2.916168462313753,3.1126163962157,No,25-28,0-7
374,Male,Yes,No,No,Yes,Monthly,No,31.0,145.67959907125402,1,5,2.8458139076802587,2.9987624879795622,No,29-32,0-7
375,Male,Yes,Yes,No,Yes,Semi-Annually,Yes,32.0,274.7544395484131,6,2,3.787900175752583,3.8286174980400087,No,29-32,0-7
376,Female,Yes,No,No,Yes,Monthly,Yes,21.0,162.87335365115177,1,0,0.8270577777709461,0.2403694529034241,Yes,,0-7
377,Female,Yes,No,No,Yes,Semi-Annually,No,30.0,121.41890864247212,6,5,1.2031530851668752,1.3482356761148242,No,29-32,0-7
378,Male,Yes,Yes,Yes,Yes,Annually,No,25.0,241.61384109088823,12,5,2.7209492720677977,2.6317951999593245,No,25-28,0-7
379,Male,Yes,Yes,Yes,Yes,Monthly,Yes,31.0,151.72812771471737,1,9,3.209360886877848,3.009936570335353,No,29-32,8-15
380,Male,Yes,Yes,Yes,No,Monthly,Yes,34.0,185.14763266389852,1,4,2.3375859389367,2.37983678071393,No,33-37,0-7
381,Male,Yes,Yes,Yes,Yes,Annually,No,24.0,97.02752669392471,12,4,2.8070800129191764,2.792703483036609,No,21-24,0-7
382,Male,Yes,No,No,No,Semi-Annually,No,33.0,48.88063316697397,6,1,4.078849976453924,4.0569538912886856,No,33-37,0-7
383,Male,Yes,Yes,Yes,Yes,Annually,No,34.0,223.22773839508488,12,2,0.292328553003393,0.3469880577143693,No,33-37,0-7
384,Male,Yes,Yes,No,Yes,Annually,Yes,30.0,236.5476458403929,12,2,1.4378126093071897,1.4764932424964126,No,29-32,0-7
385,Male,Yes,No,Yes,Yes,Monthly,No,33.0,209.5428235771076,1,17,0.0,0.0,No,33-37,16-23
386,Female,Yes,Yes,No,Yes,Annually,No,32.0,329.7602838003287,12,5,1.1621898984967511,1.1884778824438875,No,29-32,0-7
387,Female,Yes,Yes,Yes,Yes,Semi-Annually,Yes,34.0,65.20210679756127,6,1,0.910312618886956,0.9249437228671228,No,33-37,0-7
388,Male,Yes,Yes,Yes,Yes,Annually,Yes,32.0,205.01332765872868,12,14,2.7697228099031848,2.6801194563149258,No,29-32,8-15
